loop-location,icc-parallel,loop-absolute-size,loop-payload-fraction,loop-proper-sccs-number,loop-critical-payload-fraction,iterator-payload-total-cohesion,iterator-payload-non-cf-cohesion,iterator-payload-mem-cohesion,critical-payload-total-cohesion,critical-payload-non-cf-cohesion,critical-payload-mem-cohesion,payload-total-dependencies-number,payload-true-dependencies-number,payload-anti-dependencies-number,payload-output-dependencies-number,payload-cross-dependencies-number,critical-payload-total-dependencies-number,critical-payload-true-dependencies-number,critical-payload-anti-dependencies-number,critical-payload-output-dependencies-number,critical-payload-cross-dependencies-number,iterator-mem-write-count,iterator-mem-write-fraction,iterator-call-count,iterator-call-fraction,payload-mem-write-count,payload-mem-write-fraction,payload-call-count,payload-call-fraction,critical-payload-mem-write-count,critical-payload-mem-write-fraction,critical-payload-call-count,critical-payload-call-fraction
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/extbuild.c(277),1,31,0.8065,1,0.36,0.3625,0.05,0,0.1538,0.1538,0,39,27,4,4,6,23,11,4,4,6,0,0,0,0,2,0.08,0,0,2,0.2222,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/extbuild.c(262),1,18,0.4444,0,0,0.2941,0.05882,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0.25,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/extbuild.c(328),0,96,0.1562,0,0,0.07692,0.02462,0,0,0,0,8,8,0,0,0,0,0,0,0,0,4,0.04938,1,0.01235,4,0.2667,4,0.2667,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/extbuild.c(706),0,31,0.06452,0,0,0.01961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.1379,1,0.03448,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/extbuild.c(686),0,13,0.5385,0,0,0.36,0.08,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1429,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/extbuild.c(672),0,20,0.7,1,0.2143,0.3864,0.06818,0,0.2,0.2,0,15,9,0,6,6,6,0,0,6,6,0,0,0,0,3,0.2143,0,0,3,1,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/extbuild.c(732),0,15,0.6,1,0.2222,0.3548,0.06452,0,0.25,0.25,0,8,6,0,0,0,3,1,0,0,0,0,0,0,0,1,0.1111,0,0,1,0.5,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/extbuild.c(731),0,12,0.5,0,0,0.3182,0.04545,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1667,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/extbuild.c(814),0,83,0.3855,1,0.09375,0.2591,0,0,0.2222,0.2222,0,9,9,0,0,0,3,3,0,0,0,4,0.07843,4,0.07843,3,0.09375,5,0.1562,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/extbuild.c(816),0,18,0.4444,1,0.25,0.2353,0,0,0.125,0.125,0,8,7,0,1,0,2,2,0,0,0,1,0.1,2,0.2,1,0.125,1,0.125,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/extbuild.c(810),0,15,0.06667,0,0,0.02941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.1429,1,0.07143,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/extbuild.c(805),0,11,0.1818,0,0,0.08696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1111,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/extbuild.c(873),1,150,0.7133,3,0.1121,0.4219,0,0,0.09489,0.05839,0,137,83,13,12,0,40,17,13,10,0,4,0.09302,4,0.09302,15,0.1402,9,0.08411,4,0.3333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/extbuild.c(874),0,12,0.5,0,0,0.3043,0.04348,0,0,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0.1667,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/extbuild.c(970),1,18,0.6667,1,0.3333,0.3415,0.04878,0,0.2,0.2,0,15,12,2,1,2,8,5,2,1,2,0,0,0,0,1,0.08333,0,0,1,0.25,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/extbuild.c(980),0,15,0.6,0,0,0.3571,0.03571,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1111,1,0.1111,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/jobcntl.c(27),0,13,0.3077,1,0.5,0.1667,0,0,0,0,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/jobcntl.c(39),0,13,0.3077,1,0.5,0.1667,0,0,0,0,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/jobcntl.c(51),0,10,0.6,2,0.6667,0.3158,0,0,0,0,0,5,5,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/jobcntl.c(69),0,16,0.75,1,0.1667,0.3077,0,0,0.1,0.1,0,10,6,0,0,0,2,2,0,0,0,0,0,0,0,2,0.1667,2,0.1667,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/jobcntl.c(77),0,11,0.6364,1,0.4286,0.4091,0.09091,0,0.2,0.2,0,5,5,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/jobcntl.c(119),0,293,0.5734,1,0.1964,0.1295,0.008222,0,0.0625,0.03333,0,720,96,0,36,0,549,9,0,36,0,0,0,0,0,12,0.07143,0,0,12,0.3636,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/jobcntl.c(124),0,156,0.9744,13,0.4803,0.1228,0,0,0.1684,0.05614,0,285,174,0,0,0,112,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/jobcntl.c(292),0,15,0.7333,2,0.4545,0.3214,0,0,0.1818,0.09091,0,11,9,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/jobcntl.c(196),0,92,0.4457,2,0.09756,0.4122,0.007634,0,0.1818,0.1818,0,11,11,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/jobcntl.c(199),0,60,0.9333,5,0.4107,0.2049,0,0,0.1573,0.06742,0,89,58,0,0,0,32,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/jobcntl.c(235),0,97,0.4948,0,0,0.4923,0.02308,0,0,0,0,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/jobcntl.c(240),0,68,0.9412,5,0.4219,0.1773,0,0,0.1667,0.05556,0,108,69,0,0,0,40,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/jobcntl.c(270),1,22,0.8182,0,0,0.5238,0.09524,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0.2222,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/jobcntl.c(282),0,15,0.7333,1,0.1818,0.2917,0,0,0.1111,0.1111,0,9,5,0,0,0,2,2,0,0,0,0,0,0,0,2,0.1818,2,0.1818,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/jobcntl.c(308),0,22,0.8182,3,0.5,0.2,0.02,0,0.2812,0.125,0,32,16,1,2,0,16,9,1,2,0,0,0,0,0,2,0.1111,0,0,2,0.2222,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/jobcntl.c(323),0,22,0.8182,3,0.5,0.2,0.02,0,0.2812,0.125,0,32,16,1,2,0,16,9,1,2,0,0,0,0,0,2,0.1111,0,0,2,0.2222,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/jobcntl.c(340),0,28,0.8571,3,0.3333,0.2456,0,0,0.2,0.1429,0,35,24,0,1,0,11,11,0,0,0,0,0,0,0,1,0.04167,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/jobcntl.c(350),0,11,0.6364,0,0,0.4,0.05,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1429,1,0.1429,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/jobcntl.c(358),0,11,0.6364,0,0,0.4,0.05,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1429,1,0.1429,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/jobcntl.c(373),0,69,0.07246,0,0,0.02715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0625,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/jobcntl.c(396),0,36,0.8889,2,0.25,0.3587,0.01087,0,0.1569,0.1569,0,51,37,8,6,0,26,12,8,6,0,0,0,0,0,5,0.1562,1,0.03125,4,0.5,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/jobcntl.c(395),0,7,0.4286,0,0,0.3333,0.08333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3333,1,0.3333,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/jobcntl.c(407),0,15,0.7333,2,0.4545,0.3214,0,0,0.1818,0.09091,0,11,9,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/jobcntl.c(420),0,69,0.07246,0,0,0.02715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0625,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/jobcntl.c(442),0,36,0.8889,2,0.25,0.3587,0.01087,0,0.1569,0.1569,0,51,37,8,6,0,26,12,8,6,0,0,0,0,0,5,0.1562,1,0.03125,4,0.5,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/jobcntl.c(441),0,7,0.4286,0,0,0.3333,0.08333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3333,1,0.3333,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/jobcntl.c(494),0,97,0.3196,0,0,0.4481,0.01948,0,0,0,0,48,11,0,0,0,0,0,0,0,0,6,0.09091,3,0.04545,2,0.06452,2,0.06452,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/jobcntl.c(496),0,26,0.7308,1,0.2632,0.371,0.06452,0,0.2,0.2,0,25,15,0,2,0,13,3,0,2,0,0,0,0,0,3,0.1579,1,0.05263,3,0.6,1,0.2
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/jobcntl.c(503),0,46,0.8478,1,0.07692,0.4468,0.03191,0,0.07895,0.07895,0,38,36,1,1,0,5,3,1,1,0,0,0,0,0,3,0.07692,2,0.05128,1,0.3333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/jobcntl.c(488),1,19,0.6842,1,0.5385,0.2973,0.05405,0,0.1429,0.07143,0,14,10,0,0,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/jobcntl.c(473),0,65,0.9385,5,0.4754,0.2534,0.0137,0,0.198,0.1485,0,101,62,2,3,0,52,31,2,3,0,0,0,0,0,3,0.04918,0,0,3,0.1034,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/jobcntl.c(471),1,14,0.5714,0,0,0.3846,0.07692,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0.25,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/jobcntl.c(550),1,16,0.75,1,0.25,0.3939,0.0303,0,0.25,0.25,0,12,11,1,0,0,4,3,1,0,0,0,0,0,0,1,0.08333,0,0,1,0.3333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/jobcntl.c(531),0,71,0.7606,4,0.1852,0.1953,0,0,0.1978,0.08791,0,91,40,0,4,0,13,7,0,4,0,2,0.1176,3,0.1765,5,0.09259,6,0.1111,2,0.2,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/jobcntl.c(533),0,18,0.4444,1,0.25,0.2353,0,0,0.125,0.125,0,8,7,0,1,0,2,2,0,0,0,1,0.1,2,0.2,1,0.125,1,0.125,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/rbt.c(9),0,23,0.1304,0,0,0.06667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/rbt.c(70),0,16,0.125,0,0,0.05263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.07143,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/rbt.c(152),1,18,0.6667,1,0.3333,0.35,0.05,0,0.2143,0.2143,0,14,11,1,0,0,7,4,1,0,0,0,0,0,0,1,0.08333,0,0,1,0.25,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/rbt.c(163),0,35,0.05714,0,0,0.01709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.09091,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/rbt.c(175),0,25,0.08,0,0,0.02817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.08696,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/common/randdp.c(122),0,35,0.8857,1,0.871,0.3721,0.01163,0,0.02174,0.02174,0,46,34,3,1,0,44,32,3,1,0,0,0,0,0,2,0.06452,0,0,2,0.07407,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/EP/src/ep.c(285),0,10,0.6,0,0,0.4211,0.1053,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1667,1,0.1667,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/EP/src/ep.c(237),1,11,0.6364,1,0.2857,0.381,0.04762,0,0.2,0.2,0,5,5,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/EP/src/ep.c(231),1,14,0.7143,1,0.3,0.4,0.06667,0,0.3,0.3,0,10,9,1,0,0,4,3,1,0,0,0,0,0,0,1,0.1,0,0,1,0.3333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/EP/src/ep.c(184),0,110,0.4091,3,0.2889,0.3964,0.005917,0,0.07937,0,0,63,20,14,8,0,38,14,14,8,0,5,0.07692,8,0.1231,9,0.2,5,0.1111,4,0.3077,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/EP/src/ep.c(191),0,18,0.5556,0,0,0.2812,0.0625,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0.2,2,0.2,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/EP/src/ep.c(213),0,61,0.9344,5,0.3158,0.2,0.01429,0,0.2596,0.09615,0,104,64,6,3,0,29,18,6,3,0,0,0,0,0,5,0.08772,6,0.1053,3,0.1667,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/EP/src/ep.c(179),1,9,0.5556,0,0,0.375,0.0625,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/EP/src/ep.c(165),1,9,0.5556,0,0,0.375,0.0625,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/EP/src/ep.c(155),0,9,0.5556,0,0,0.3125,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0.4,1,0.2,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/EP/src/ep.c(132),1,9,0.5556,0,0,0.375,0.0625,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/common/randdp.c(122),0,35,0.8857,1,0.871,0.3721,0.01163,0,0.02174,0.02174,0,46,34,3,1,0,44,32,3,1,0,0,0,0,0,2,0.06452,0,0,2,0.07407,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(152),0,46,0.8913,0,0,0.4286,0.01429,0,0,0,0,30,18,0,0,0,0,0,0,0,0,0,0,0,0,9,0.2195,9,0.2195,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(134),0,7,0.4286,0,0,0.3333,0.08333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3333,1,0.3333,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(120),0,7,0.4286,0,0,0.3333,0.08333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3333,1,0.3333,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(200),0,62,0.09677,0,0,0.1688,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0.125,2,0.03571,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(201),0,55,0.1091,0,0,0.7612,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0.1429,2,0.04082,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(202),0,48,0.9167,0,0,0.4947,0.03158,0,0,0,0,40,35,0,5,0,0,0,0,0,0,0,0,0,0,7,0.1591,2,0.04545,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(377),1,50,0.06,0,0,0.05333,0.01333,0,0,0,0,3,3,0,0,0,0,0,0,0,0,2,0.04255,1,0.02128,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(380),1,38,0.1053,0,0,0.08621,0.01724,0,0,0,0,4,4,0,0,0,0,0,0,0,0,2,0.05882,1,0.02941,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(383),1,25,0.08,0,0,0.03774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.08696,1,0.04348,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(264),0,29,0.3793,0,0,0.5814,0.02326,0,0,0,0,8,3,0,1,0,0,0,0,0,0,1,0.05556,1,0.05556,1,0.09091,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(266),0,17,0.7059,0,0,0.4062,0.03125,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08333,1,0.08333,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(255),0,12,0.5833,0,0,0.381,0.04762,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0.2857,1,0.1429,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(553),0,35,0.3714,2,0.3077,0.5962,0,0,0.09091,0.09091,0,11,7,0,0,0,4,4,0,0,0,5,0.2273,3,0.1364,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(556),0,22,0.7727,0,0,0.4318,0.04545,0,0,0,0,15,13,0,2,0,0,0,0,0,0,0,0,0,0,5,0.2941,3,0.1765,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(224),0,101,0.05941,0,0,0.115,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0.04211,2,0.02105,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(225),0,94,0.06383,0,0,0.8738,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0.04545,2,0.02273,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(226),0,87,0.954,0,0,0.5085,0.03955,0,0,0,0,79,77,0,2,0,0,0,0,0,0,0,0,0,0,4,0.04819,2,0.0241,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(681),0,46,0.913,0,0,0.4737,0.03158,0,0,0,0,42,40,0,2,0,0,0,0,0,0,0,0,0,0,3,0.07143,1,0.02381,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(870),0,188,0.07447,0,0,0.05081,0.01848,0,0,0,0,12,8,0,4,0,0,0,0,0,0,17,0.0977,5,0.02874,4,0.2857,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(292),0,16,0.4375,0,0,0.2414,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0.2857,2,0.2857,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(408),0,13,0.6923,0,0,0.4444,0.1111,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0.2222,2,0.2222,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(448),0,81,0.09877,0,0,0.2212,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0.0411,3,0.0411,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(449),0,74,0.1757,0,0,0.2842,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0.03279,2,0.03279,1,0.07692,1,0.07692,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(450),0,31,0.1935,0,0,0.6667,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0.04,1,0.04,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(458),0,31,0.1935,0,0,0.6667,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0.04,1,0.04,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(451),0,23,0.8261,0,0,0.4667,0.04444,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05263,1,0.05263,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(459),0,23,0.8261,0,0,0.4667,0.04444,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05263,1,0.05263,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(481),0,81,0.09877,0,0,0.2019,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0.0411,3,0.0411,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(482),0,74,0.1486,0,0,0.2842,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0.03175,2,0.03175,1,0.09091,1,0.09091,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(483),0,31,0.2258,0,0,0.6923,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0.04167,1,0.04167,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(491),0,31,0.2258,0,0,0.6923,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0.04167,1,0.04167,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(484),0,24,0.7917,0,0,0.4468,0.04255,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05263,1,0.05263,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(492),0,24,0.7917,0,0,0.4468,0.04255,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05263,1,0.05263,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(514),0,81,0.09877,0,0,0.2019,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0.0411,3,0.0411,0,0,0,0,0,0,0,0
