loop-location,icc-parallel,loop-absolute-size,loop-payload-fraction,loop-proper-sccs-number,loop-critical-payload-fraction,iterator-payload-total-cohesion,iterator-payload-non-cf-cohesion,critical-payload-total-cohesion,critical-payload-non-cf-cohesion,payload-total-dependencies-number,payload-true-dependencies-number,payload-anti-dependencies-number,critical-payload-total-dependencies-number,critical-payload-true-dependencies-number,critical-payload-anti-dependencies-number
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/exact_rhs.c(185),1,517,0.94,3,0.1523,0.4189,0.01893,0.1195,0.1195,619,548,71,163,92,71
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/exact_rhs.c(222),1,132,0.8712,2,0.1652,0.3772,0.03293,0.1056,0.1056,161,135,26,56,30,26
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/exact_rhs.c(232),1,95,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/exact_rhs.c(240),1,136,0.875,2,0.1597,0.3801,0.03216,0.1152,0.1152,165,139,26,56,30,26
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/exact_rhs.c(170),0,19,0.5789,0,0,0.3171,0.04878,0,0,8,8,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/exact_rhs.c(175),1,21,0.619,0,0,0.3333,0.04444,0,0,10,10,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/exact_rhs.c(233),1,83,0.8434,1,0.04286,0.4254,0.03867,0.04348,0.04348,69,68,1,4,3,1
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/exact_rhs.c(66),1,1078,0.002783,1,0.6667,0.001287,0.0006437,0.3333,0.3333,3,2,1,2,1,1
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/exact_rhs.c(68),0,1061,0.002828,1,0.6667,0.001324,0.000662,0.3333,0.3333,3,2,1,2,1,1
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/exact_rhs.c(71),1,156,0.6667,5,0.3654,0.2903,0.0457,0.1257,0.1257,191,135,56,124,68,56
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/exact_rhs.c(91),1,517,0.94,3,0.1523,0.4189,0.01893,0.1195,0.1195,619,548,71,163,92,71
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/exact_rhs.c(127),1,132,0.8712,2,0.1652,0.3772,0.03293,0.1056,0.1056,161,135,26,56,30,26
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/exact_rhs.c(137),1,95,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/exact_rhs.c(145),1,136,0.875,2,0.1597,0.3801,0.03216,0.1152,0.1152,165,139,26,56,30,26
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/exact_rhs.c(75),0,19,0.5789,0,0,0.3171,0.04878,0,0,8,8,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/exact_rhs.c(81),1,21,0.619,0,0,0.3333,0.04444,0,0,10,10,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/exact_rhs.c(138),1,83,0.8434,1,0.04286,0.4254,0.03867,0.04348,0.04348,69,68,1,4,3,1
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/exact_rhs.c(52),1,57,0.1404,1,0.625,0.06667,0,0,0,12,6,6,12,6,6
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/exact_rhs.c(53),1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/exact_rhs.c(54),1,33,0.2424,1,0.625,0.1111,0,0,0,12,6,6,12,6,6
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/exact_solution.c(44),0,114,0.8246,1,0.4043,0.3843,0.04982,0.2222,0.2222,117,104,13,63,50,13
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/initialize.c(203),1,64,0.2188,2,0.5714,0.1268,0.01408,0.04762,0.04762,21,12,9,18,9,9
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/initialize.c(205),1,47,0.383,2,0.4444,0.2258,0.01613,0.08,0.08,25,16,9,18,9,9
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/initialize.c(208),0,25,0.68,0,0,0.3585,0.03774,0,0,14,14,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/initialize.c(186),1,64,0.2188,2,0.5714,0.1268,0.01408,0.04762,0.04762,21,12,9,18,9,9
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/initialize.c(188),1,47,0.383,2,0.4444,0.2258,0.01613,0.08,0.08,25,16,9,18,9,9
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/initialize.c(191),0,25,0.68,0,0,0.3585,0.03774,0,0,14,14,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/initialize.c(169),1,64,0.2188,2,0.5714,0.1268,0.01408,0.04762,0.04762,21,12,9,18,9,9
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/initialize.c(171),1,47,0.08511,1,0.5,0.1452,0.08065,0.5,0.5,4,3,1,2,1,1
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/initialize.c(174),0,25,0.68,0,0,0.3585,0.03774,0,0,14,14,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/initialize.c(152),1,64,0.2188,2,0.5714,0.1268,0.01408,0.04762,0.04762,21,12,9,18,9,9
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/initialize.c(154),1,47,0.08511,1,0.5,0.1452,0.08065,0.5,0.5,4,3,1,2,1,1
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/initialize.c(157),0,25,0.68,0,0,0.3585,0.03774,0,0,14,14,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/initialize.c(135),1,64,0.2188,2,0.5714,0.1268,0.01408,0.04762,0.04762,21,12,9,18,9,9
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/initialize.c(137),1,47,0.383,2,0.4444,0.2258,0.01613,0.08,0.08,25,16,9,18,9,9
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/initialize.c(140),0,25,0.68,0,0,0.3585,0.03774,0,0,14,14,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/initialize.c(118),1,64,0.2188,2,0.5714,0.1268,0.01408,0.04762,0.04762,21,12,9,18,9,9
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/initialize.c(120),1,47,0.383,2,0.4444,0.2258,0.01613,0.08,0.08,25,16,9,18,9,9
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/initialize.c(123),0,25,0.68,0,0,0.3585,0.03774,0,0,14,14,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/initialize.c(72),1,218,0.02752,1,0.8333,0.01702,0.008511,0.1111,0.1111,9,5,4,8,4,4
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/initialize.c(74),0,201,0.02985,1,0.8333,0.01896,0.009479,0.1111,0.1111,9,5,4,8,4,4
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/initialize.c(76),0,184,0.2337,5,0.7907,0.07772,0.005181,0.01053,0.01053,95,49,46,92,46,46
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/initialize.c(79),0,20,0.6,1,0.1667,0.3182,0.04545,0.2,0.2,10,9,1,2,1,1
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/initialize.c(84),0,20,0.6,1,0.1667,0.3182,0.04545,0.2,0.2,10,9,1,2,1,1
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/initialize.c(89),0,20,0.6,1,0.1667,0.3182,0.04545,0.2,0.2,10,9,1,2,1,1
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/initialize.c(94),1,101,0.8713,3,0.1705,0.4025,0.02966,0.1415,0.1415,106,94,12,24,12,12
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/initialize.c(56),1,89,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/initialize.c(57),1,77,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/initialize.c(58),1,65,0.8,0,0,0.4222,0.03704,0,0,45,45,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/initialize.c(225),1,115,0.2348,0,0,0.2338,0.05844,0,0,21,21,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/initialize.c(226),1,62,0.8065,0,0,0.4308,0.04615,0,0,42,42,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/initialize.c(252),1,109,0.2202,0,0,0.223,0.06081,0,0,18,18,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/initialize.c(253),1,59,0.7966,0,0,0.4274,0.04839,0,0,39,39,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/ninvr.c(47),1,170,0.1,1,0.8235,0.01923,0,0,0,48,24,24,48,24,24
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/ninvr.c(48),1,159,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/ninvr.c(49),1,148,0.8851,1,0.2824,0.375,0.0266,0.06349,0.06349,189,153,36,97,61,36
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/pinvr.c(47),1,170,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/pinvr.c(48),1,159,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/pinvr.c(49),1,148,0.8851,1,0.2824,0.375,0.0266,0.06349,0.06349,189,153,36,97,61,36
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(395),1,69,0.1304,1,0.6667,0.05405,0,0,0,16,8,8,16,8,8
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(396),1,58,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(397),1,47,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(398),1,36,0.7778,1,0.1071,0.3896,0.02597,0.1111,0.1111,27,26,1,4,3,1
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(383),1,106,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(384),1,94,0.1277,1,0.75,0.06452,0,0,0,28,14,14,28,14,14
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(385),1,82,0.8659,1,0.04225,0.4343,0.02857,0.04286,0.04286,70,69,1,4,3,1
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(371),1,122,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(372),1,110,0.1182,1,0.7692,0.05882,0,0,0,32,16,16,32,16,16
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(373),1,98,0.8776,1,0.03488,0.4402,0.02871,0.03529,0.03529,85,84,1,4,3,1
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(356),1,149,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(357),1,137,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(358),1,125,0.112,1,0.7857,0.05405,0,0,0,36,18,18,36,18,18
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(359),1,113,0.885,1,0.03,0.444,0.02905,0.0303,0.0303,99,98,1,4,3,1
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(345),1,122,0.1066,1,0.7692,0.04,0,0,0,32,16,16,32,16,16
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(346),1,110,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(347),1,98,0.8776,1,0.03488,0.4402,0.02871,0.03529,0.03529,85,84,1,4,3,1
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(334),1,106,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(335),1,94,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(336),1,82,0.8659,1,0.04225,0.4343,0.02857,0.04286,0.04286,70,69,1,4,3,1
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(288),1,840,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(289),1,828,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(290),1,816,0.9179,4,0.06142,0.4425,0.03231,0.05589,0.05589,823,781,42,105,63,42
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(190),1,1394,0.07245,1,0.9901,0.001764,0.000392,0.0006789,0.0006789,1473,737,736,1472,736,736
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(191),1,826,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(234),1,93,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(242),1,109,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(250),1,136,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(262),1,109,0.1193,1,0.7692,0.06061,0,0,0,32,16,16,32,16,16
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(271),1,93,0.129,1,0.75,0.06667,0,0,0,28,14,14,28,14,14
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(192),1,815,0.919,4,0.06142,0.443,0.03235,0.05589,0.05589,823,781,42,105,63,42
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(235),1,82,0.8659,1,0.04225,0.4343,0.02857,0.04286,0.04286,70,69,1,4,3,1
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(243),1,98,0.8776,1,0.03488,0.4402,0.02871,0.03529,0.03529,85,84,1,4,3,1
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(251),1,124,0.1129,1,0.7857,0.05556,0,0,0,36,18,18,36,18,18
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(263),1,98,0.8776,1,0.03488,0.4402,0.02871,0.03529,0.03529,85,84,1,4,3,1
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(272),1,82,0.8659,1,0.04225,0.4343,0.02857,0.04286,0.04286,70,69,1,4,3,1
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(252),1,113,0.885,1,0.03,0.444,0.02905,0.0303,0.0303,99,98,1,4,3,1
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(96),1,1372,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(97),1,826,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(139),1,195,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(154),1,136,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(165),1,198,0.07071,1,0.9286,0.02232,0.008929,0.02222,0.02222,45,23,22,44,22,22
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(98),1,815,0.919,4,0.06142,0.443,0.03235,0.05589,0.05589,823,781,42,105,63,42
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(141),1,82,0.8659,1,0.04225,0.4343,0.02857,0.04286,0.04286,70,69,1,4,3,1
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(147),1,98,0.8776,1,0.03488,0.4402,0.02871,0.03529,0.03529,85,84,1,4,3,1
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(155),1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(167),1,98,0.8776,1,0.03488,0.4402,0.02871,0.03529,0.03529,85,84,1,4,3,1
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(174),1,82,0.8659,1,0.04225,0.4343,0.02857,0.04286,0.04286,70,69,1,4,3,1
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(156),1,113,0.885,1,0.03,0.444,0.02905,0.0303,0.0303,99,98,1,4,3,1
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(80),1,70,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(81),0,58,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(82),0,46,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(83),0,34,0.7647,0,0,0.3944,0.02817,0,0,23,23,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(52),1,272,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(53),1,260,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(54),1,248,0.8871,3,0.05909,0.4388,0.03656,0.06987,0.06987,229,219,10,20,10,10
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/sp.c(231),0,91,0.8242,1,0.1867,0.2651,0.01606,0.1049,0.08392,143,94,36,74,38,36
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/sp.c(225),0,14,0.4286,0,0,0.2581,0.06452,0,0,3,3,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/sp.c(191),0,20,0.25,0,0,0.1818,0.02273,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/sp.c(186),1,10,0.3,0,0,0.1905,0.04762,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/sp.c(172),1,10,0.3,0,0,0.1905,0.04762,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/sp.c(141),0,5,0.2,0,0,0.125,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/sp.c(139),0,5,0.2,0,0,0.125,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/txinvr.c(48),1,279,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/txinvr.c(49),1,268,0.08582,1,0.8696,0.01681,0,0,0,72,36,36,72,36,36
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/txinvr.c(50),1,257,0.9105,7,0.3376,0.39,0.02496,0.08563,0.08563,327,270,57,160,103,57
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/tzetar.c(49),1,282,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/tzetar.c(50),1,271,0.08487,1,0.8696,0.01653,0,0,0,72,36,36,72,36,36
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/tzetar.c(51),1,260,0.9115,8,0.346,0.3892,0.02462,0.09009,0.09009,333,274,59,164,105,59
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/verify.c(320),0,63,0.2857,0,0,0.1867,0.06667,0,0,9,9,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/verify.c(301),0,63,0.2857,0,0,0.1867,0.06667,0,0,9,9,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/verify.c(275),1,46,0.6957,0,0,0.3774,0.07547,0,0,28,28,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/verify.c(70),0,16,0.5,0,0,0.2941,0.05882,0,0,4,4,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/verify.c(63),0,18,0.5556,1,0.3,0.2927,0.04878,0.3333,0.3333,9,8,1,4,3,1
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/x_solve.c(51),1,3034,0.0006592,0,0,0.0001276,6.38E-05,0,0,1,1,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/x_solve.c(61),0,222,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/x_solve.c(80),1,144,0.8542,2,0.2927,0.3157,0.03226,0.1464,0.1464,239,176,63,140,77,63
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/x_solve.c(92),1,111,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/x_solve.c(102),1,144,0.8542,2,0.2927,0.3157,0.03226,0.1506,0.1506,239,176,63,140,77,63
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/x_solve.c(118),1,236,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/x_solve.c(140),1,365,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/x_solve.c(168),1,274,0.5511,5,0.4702,0.2156,0.02187,0.07921,0.07921,404,256,148,314,166,148
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/x_solve.c(195),1,645,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/x_solve.c(229),1,461,0.8894,5,0.322,0.3211,0.03112,0.1232,0.1232,812,600,212,476,264,212
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/x_solve.c(261),1,160,0.6312,4,0.3366,0.3158,0.02632,0.1125,0.1125,160,120,40,88,48,40
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/x_solve.c(275),1,237,0.08017,1,0.9474,0.01402,0.004673,0.01538,0.01538,65,33,32,64,32,32
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/x_solve.c(62),1,122,0.9016,1,0.4727,0.2171,0.0155,0.1919,0.05814,172,102,12,102,55,12
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/x_solve.c(68),1,87,0.8046,0,0,0.4233,0.05291,0,0,63,63,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/x_solve.c(93),1,100,0.82,1,0.1829,0.3472,0.03774,0.12,0.12,125,100,25,60,35,25
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/x_solve.c(119),1,225,0.8622,0,0,0.4467,0.04918,0,0,182,182,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/x_solve.c(141),0,354,0.596,4,0.3697,0.2261,0.01269,0.06014,0.06014,582,375,207,442,235,207
